1.27,"Growing of beverage crops
 This class includes:
- growing of beverage crops:
  . coffee
  . tea
  . maté
  . cocoa 
  . other beverage crops
 "
1.28,"Growing of spices, aromatic, drug and pharmaceutical crops
 This class includes:
- growing of perennial and non-perennial spices and aromatic crops:
  . pepper (piper sop.)
  . chillies and peppers (capsicum sop.)
  . nutmeg, mace and cardamoms
  . anise, badian and fennel
  . cinnamon (canella)
  . cloves
  . ginger
  . vanilla
  . hops
  . other spices and aromatic crops
- growing of drug and narcotic crops
 "
1.29,"Growing of other perennial crops
 This class includes:
- growing of rubber trees for harvesting of latex
- growing of Christmas trees
- growing of trees for extraction of sap
- growing of vegetable materials of a kind used primarily for plaiting
 "
1.3,"Plant propagation
 This class includes the production of all vegetative planting materials including cuttings, suckers and seedlings for direct plant propagation or to create plant grafting stock into which selected scion is grafted for eventual planting to produce crops.

This class includes:
- growing of plants for planting
- growing of plants for ornamental purposes, including turf for transplanting
- growing of live plants for bulbs, tubers and roots; cuttings and slips; mushroom spawn 
- operation of tree nurseries, except forest tree nurseries
 "
1.41,"Raising of dairy cattle
 This class includes:
- raising and breeding of dairy cattle
- production of raw milk from cows or buffaloes
 "
1.42,"Raising of other cattle and buffaloes
 This class includes:
- raising and breeding of cattle and buffaloes for meat
- production of bovine semen
 "
1.43,"Raising of horses and other equines
 This class includes:
- raising and breeding of horses, asses, mules or hinnies
 "
1.44,"Raising of camels and camelids
 This class includes:
- raising and breeding of camels (dromedary) and camelids
 "
1.45,"Raising of sheep and goats
 This class includes:
- raising and breeding of sheep and goats
- production of raw sheep or goat milk
- production of raw wool
 "
1.46,"Raising of swine/pigs
 This class includes:
- raising and breeding of swine (pigs)
 "
1.47,"Raising of poultry
 This class includes:
- raising and breeding of poultry:
  . chickens, turkeys, ducks, geese and guinea fowls
- production of eggs from poultry
- operation of poultry hatcheries
 "
1.49,"Raising of other animals
 This class includes:
- raising and breeding of semi-domesticated or other live animals:
  . ostriches and emus
  . other birds (except poultry)
  . insects
  . rabbits and other fur animals
- production of fur skins, reptile or bird skins from ranching operation
- operation of worm farms, land mollusc farms, snail farms etc.
- raising of silk worms, production of silk worm cocoons
- bee-keeping and production of honey and beeswax
- raising and breeding of pet animals (except fish):
  . cats and dogs
  . birds, such as parakeets etc.
  . hamsters etc.
- raising of diverse animals
 "
1.5,"Mixed farming
 This class includes the combined production of crops and animals without a specialised production of crops or animals. The size of the overall farming operation is not a determining factor. If either production of crops or animals in a given unit is 66% or more of standard gross margins, the combined activity should not be included here, but allocated to crop or animal farming.
 "
1.61,"Support activities for crop production
 This class includes:
- agricultural activities on a fee or contract basis:
  . preparation of fields
  . establishing a crop
  . treatment of crops
  . crop spraying, including by air
  . trimming of fruit trees and vines
  . transplanting of rice, thinning of beets
  . harvesting
  . pest control (including rabbits) in connection with agriculture
- maintenance of agricultural land in good agricultural and environmental condition
- operation of agricultural irrigation equipment
 This class also includes:
- provision of agricultural machinery with operators and crew"
1.62,"Support activities for animal production
 This class includes:
- agricultural activities on a fee or contract basis:
  . activities to promote propagation, growth and output of animals
  . herd testing services, droving services, agistment services, poultry caponising, coop cleaning etc.
  . activities related to artificial insemination
  . stud services
  . sheep shearing
  . farm animal boarding and care
 This class also includes:
- activities of farriers"
1.63,"Post-harvest crop activities
 This class includes:
- preparation of crops for primary markets, i.e. cleaning, trimming, grading, disinfecting
- cotton ginning
- preparation of tobacco leaves, e.g. drying
- preparation of cocoa beans, e.g. peeling
- waxing of fruit
- sun-drying of fruit and vegetables
 "
1.64,"Seed processing for propagation
 This class includes all post-harvest activities aimed at improving the propagation quality of seed through the removal of non-seed materials, undersized, mechanically or insect-damaged and immature seeds as well as removing the seed moisture to a safe level for seed storage. This activity includes the drying, cleaning, grading and treating of seeds until they are marketed. The treatment of genetically modified seeds is included here.
 "
1.7,"Hunting, trapping and related service activities
 This class includes:
- hunting and trapping on a commercial basis
- taking of animals (dead or alive) for food, fur, skin, or for use in research, in zoos or as pets
- production of fur skins, reptile or bird skins from hunting or trapping activities
 This class also includes:
- land-based catching of sea mammals such as walrus and seal"
2.1,"Silviculture and other forestry activities
 This class includes:
- growing of standing timber: planting, replanting, transplanting, thinning and conserving of forests and timber tracts
- growing of coppice, pulpwood and fire wood
- operation of forest tree nurseries

These activities can be carried out in natural or planted forests.
 "
2.2,"Logging
 This class includes:
- production of roundwood for forest-based manufacturing industries
- production of roundwood used in an unprocessed form such as pit-props, fence posts and utility poles
- gathering and production of wood for energy
- gathering and production of forest harvesting residues for energy
- production of charcoal in the forest (using traditional methods)

The output of this activity can take the form of logs or fire wood.
 "
2.3,"Gathering of wild growing non-wood products
 This class includes:
- gathering of wild growing materials:
  . mushrooms, truffles
  . berries
  . nuts
  . balata and other rubber-like gums
  . cork
  . lac and resins
  . balsams
  . vegetable hair
  . eelgrass
  . acorns, horse chestnuts
  . mosses and lichens
 "
2.4,"Support services to forestry
 This class includes carrying out part of the forestry operation on a fee or contract basis.

This class includes:
- forestry service activities:
  . forestry inventories
  . forest management consulting services
  . timber evaluation
  . forest fire fighting and protection
  . forest pest control
- logging service activities:
  . transport of logs within the forest
 "
3.11,"Marine fishing
 This class includes:
- fishing on a commercial basis in ocean and coastal waters
- taking of marine crustaceans and molluscs
- whale catching
- taking of marine aquatic animals: turtles, sea squirts, tunicates, sea urchins etc.
 This class also includes:
- activities of vessels engaged both in marine fishing and in processing and preserving of fish
- gathering of other marine organisms and materials: natural pearls, sponges, coral and algae"
3.12,"Freshwater fishing
 This class includes:
- fishing on a commercial basis in inland waters
- taking of freshwater crustaceans and molluscs
- taking of freshwater aquatic animals
 This class also includes:
- gathering of freshwater materials"
3.21,"Marine aquaculture
 This class includes:
- fish farming in sea water including farming of marine ornamental fish
- production of bivalve spat (oyster mussel etc.), lobsterlings, shrimp post-larvae, fish fry and fingerlings
- growing of laver and other edible seaweeds
- culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water
 This class also includes:
- aquaculture activities in brackish waters
- aquaculture activities in salt water filled tanks and reservoirs
- operation of fish hatcheries (marine)
- operation of marine worm farms"
3.22,"Freshwater aquaculture
 This class includes:
- fish farming in freshwater including farming of freshwater ornamental fish
- culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals
- operation of fish hatcheries (freshwater)
- farming of frogs
 "
5.1,"Mining of hard coal
 This class includes:
- mining of hard coal: underground or surface mining, including mining through liquefaction methods
- cleaning, sizing, grading, pulverising, compressing etc. of coal to classify, improve quality or facilitate transport or storage
 This class also includes:
- recovery of hard coal from culm banks"
5.2,"Mining of lignite
 This class includes:
- mining of lignite (brown coal): underground or surface mining, including mining through liquefaction methods
- washing, dehydrating, pulverising, compressing of lignite to improve quality or facilitate transport or storage
 "
6.1,"Extraction of crude petroleum
 This class includes:
- extraction of crude petroleum oils
 This class also includes:
- extraction of bituminous or oil shale and tar sand
- production of crude petroleum from bituminous shale and sand
- processes to obtain crude oils: decantation, desalting, dehydration, stabilisation etc."
6.2,"Extraction of natural gas
 This class includes:
- production of crude gaseous hydrocarbon (natural gas)
- extraction of condensates
- draining and separation of liquid hydrocarbon fractions
- gas desulphurisation
 This class also includes:
- mining of hydrocarbon liquids, obtained through liquefaction or pyrolysis"
7.1,"Mining of iron ores
 This class includes:
- mining of ores valued chiefly for iron content
- beneficiation and agglomeration of iron ores
 "
7.21,"Mining of uranium and thorium ores
 This class includes:
- mining of ores chiefly valued for uranium and thorium content: pitchblende etc.
- concentration of such ores
- manufacture of yellowcake
 "
7.29,"Mining of other non-ferrous metal ores
 This class includes:
- mining and preparation of ores chiefly valued for non-ferrous metal content:
  . aluminium (bauxite), copper, lead, zinc, tin, manganese, chrome, nickel, cobalt, molybdenum, tantalum, vanadium etc.
  . precious metals: gold, silver, platinum
 "
8.11,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate
 This class includes:
- quarrying, rough trimming and sawing of monumental and building stone such as marble, granite, sandstone etc.
- breaking and crushing of ornamental and building stone
- quarrying, crushing and breaking of limestone
- mining of gypsum and anhydrite
- mining of chalk and uncalcined dolomite
 "
8.12,"Operation of gravel and sand pits; mining of clays and kaolin
 This class includes:
- extraction and dredging of industrial sand, sand for construction and gravel
- breaking and crushing of gravel 
- quarrying of sand
- mining of clays, refractory clays and kaolin
 "
8.91,"Mining of chemical and fertiliser minerals
 This class includes:
- mining of natural phosphates and natural potassium salts
- mining of native sulphur
- extraction and preparation of pyrites and pyrrhotite, except roasting
- mining of natural barium sulphate and carbonate (barytes and witherite), natural borates, natural magnesium sulphates (kieserite)
- mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals
 This class also includes:
- guano mining"
8.92,"Extraction of peat
 This class includes:
- peat digging
- preparation of peat to improve quality or facilitate transport or storage
 "
8.93,"Extraction of salt
 This class includes:
- extraction of salt from underground including by dissolving and pumping
- salt production by evaporation of sea water or other saline waters
- crushing, purification and refining of salt by the producer
 "
8.99,"Other mining and quarrying n.e.c.
 This class includes:
- mining and quarrying of various minerals and materials:
  . abrasive materials, asbestos, siliceous fossil meals, natural graphite, steatite (talc), feldspar etc.
  . natural asphalt, asphaltites and asphaltic rock; natural solid bitumen
  . gemstones, quartz, mica etc.
 "
9.1,"Support activities for petroleum and natural gas extraction
 This class includes:
- oil and gas extraction service activities provided on a fee or contract basis:
  . exploration services in connection with petroleum or gas extraction, e.g. traditional prospecting methods, such as making geological observations at prospective sites
  . directional drilling and redrilling; ""spudding in""; derrick erection in situ, repairing and dismantling; cementing oil and gas well casings; pumping of wells; plugging and abandoning wells etc.
  . liquefaction and regasification of natural gas for purpose of transport, done at the mine site
  . draining and pumping services, on a fee or contract basis
  . test drilling in connection with petroleum or gas extraction
 This class also includes:
- oil and gas field fire fighting services"
9.9,"Support activities for other mining and quarrying
 This class includes:
- support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08
  . exploration services, e.g. traditional prospecting methods, such as taking core samples and making geological observations at prospective sites
  . draining and pumping services, on a fee or contract basis
  . test drilling and test hole boring
 "
10.11,"Processing and preserving of meat
 This class includes:
- operation of slaughterhouses engaged in killing, dressing or packing meat: beef, pork, lamb, rabbit, mutton, camel, etc.
- production of fresh, chilled or frozen meat, in carcasses
- production of fresh, chilled or frozen meat, in cuts
 This class also includes:
- slaughtering and processing of whales on land or on specialised vessels
- production of hides and skins originating from slaughterhouses, including fellmongery
- rendering of lard and other edible fats of animal origin
- processing of animal offal
- production of pulled wool"
10.12,"Processing and preserving of poultry meat
 This class includes:
- operation of slaughterhouses engaged in killing, dressing or packing poultry
- production of fresh, chilled or frozen meat in individual portions
- rendering of edible poultry fats
 This class also includes:
- production of feathers and down"
10.13,"Production of meat and poultry meat products
 This class includes:
- production of dried, salted or smoked meat
- production of meat products:
  . sausages, salami, puddings, ""andouillettes"", saveloys, bolognas, pâtés, rillettes, boiled ham
 "
10.2,"Processing and preserving of fish, crustaceans and molluscs
 This class includes:
- preparation and preservation of fish, crustaceans and molluscs: freezing, deep-freezing, drying, cooking, smoking, salting, immersing in brine, canning etc.
- production of fish, crustacean and mollusc products: fish fillets, roes, caviar, caviar substitutes etc.
- production of fishmeal for human consumption or animal feed
- production of meals and solubles from fish and other aquatic animals unfit for human consumption
 This class also includes:
- activities of vessels engaged only in the processing and preserving of fish
- processing of seaweed"
10.31,"Processing and preserving of potatoes
 This class includes:
- processing and preserving of potatoes:
  . manufacture of prepared frozen potatoes
  . manufacture of dehydrated mashed potatoes
  . manufacture of potato snacks
  . manufacture of potato crisps
  . manufacture of potato flour and meal
 This class also includes:
- industrial peeling of potatoes"
10.32,"Manufacture of fruit and vegetable juice
 This class includes:
- manufacture of fruit or vegetable juices
 This class also includes:
- production of concentrates from fresh fruits and vegetables"
10.39,"Other processing and preserving of fruit and vegetables
 This class includes:
- manufacture of food consisting chiefly of fruit or vegetables, except ready-made dishes in frozen or canned form
- preserving of fruit, nuts or vegetables: freezing, drying, immersing in oil or in vinegar, canning etc.
- manufacture of fruit or vegetable food products
- manufacture of jams, marmalades and table jellies
- roasting of nuts
- manufacture of nut foods and pastes
 This class also includes:
- manufacture of perishable prepared foods of fruit and vegetables, such as:
  . salads; mixed salads, packaged
  . peeled or cut vegetables
  . tofu (bean curd)"
10.41,"Manufacture of oils and fats
 This class includes:
- manufacture of crude vegetable oils: olive oil, soya-bean oil, palm oil, sunflower-seed oil, cotton-seed oil, rape, colza or mustard oil, linseed oil etc.
- manufacture of non-defatted flour or meal of oilseeds, oil nuts or oil kernels
- manufacture of refined vegetable oils: olive oil, soya-bean oil etc.
- processing of vegetable oils: blowing, boiling, dehydration, hydrogenation etc.
 This class also includes:
- manufacture of non-edible animal oils and fats
- extraction of fish and marine mammal oils
- production of cotton linters, oilcakes and other residual products of oil production"
10.42,"Manufacture of margarine and similar edible fats
 This class includes:
- manufacture of margarine
- manufacture of melanges and similar spreads
- manufacture of compound cooking fats
 "
10.51,"Operation of dairies and cheese making
 This class includes:
- manufacture of fresh liquid milk, pasteurised, sterilised, homogenised and/or ultra heat treated
- manufacture of milk-based drinks
- manufacture of cream from fresh liquid milk, pasteurised, sterilised, homogenised
- manufacture of dried or concentrated milk whether or not sweetened
- manufacture of milk or cream in solid form
- manufacture of butter
- manufacture of yoghurt
- manufacture of cheese and curd
- manufacture of whey
- manufacture of casein or lactose
 "
10.52,"Manufacture of ice cream
 This class includes:
- manufacture of ice cream and other edible ice such as sorbet
 "
10.61,"Manufacture of grain mill products
 This class includes:
- grain milling: production of flour, groats, meal or pellets of wheat, rye, oats, maize (corn) or other cereal grains
- rice milling: production of husked, milled, polished, glazed, parboiled or converted rice; production of rice flour
- vegetable milling: production of flour or meal of dried leguminous vegetables, of roots or tubers, or of edible nuts
- manufacture of cereal breakfast foods
- manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes
 "
10.62,"Manufacture of starches and starch products
 This class includes:
- manufacture of starches from rice, potatoes, maize etc.
- wet corn milling
- manufacture of glucose, glucose syrup, maltose, inulin etc.
- manufacture of gluten
- manufacture of tapioca and tapioca substitutes prepared from starch
- manufacture of corn oil
 "
10.71,"Manufacture of bread; manufacture of fresh pastry goods and cakes
 This class includes:
- manufacture of bakery products:
  . bread and rolls
  . pastry, cakes, pies, tarts, pancakes, waffles, rolls etc.
 "
10.72,"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes
 This class includes:
- manufacture of rusks, biscuits and other dry bakery products
- manufacture of preserved pastry goods and cakes
- manufacture of snack products (cookies, crackers, pretzels etc.), whether sweet or salted
 "
10.73,"Manufacture of macaroni, noodles, couscous and similar farinaceous products
 This class includes:
- manufacture of pastas such as macaroni and noodles, whether or not cooked or stuffed
- manufacture of couscous
- manufacture of canned or frozen pasta products
 "
10.81,"Manufacture of sugar
 This class includes:
- manufacture or refining of sugar (sucrose) and sugar substitutes from the juice of cane, beet, maple and palm
- manufacture of sugar syrups
- manufacture of molasses
- production of maple syrup and sugar
 "
10.82,"Manufacture of cocoa, chocolate and sugar confectionery
 This class includes:
- manufacture of cocoa, cocoa butter, cocoa fat, cocoa oil
- manufacture of chocolate and chocolate confectionery
- manufacture of sugar confectionery: caramels, cachous, nougats, fondant, white chocolate
- manufacture of chewing gum
- preserving in sugar of fruit, nuts, fruit peels and other parts of plants
- manufacture of confectionery lozenges and pastilles
 "
10.83,"Processing of tea and coffee
 This class includes:
- decaffeinating and roasting of coffee
- production of coffee products:
  . ground coffee
  . soluble coffee
  . extracts and concentrates of coffee
- manufacture of coffee substitutes
- blending of tea and maté
- manufacture of extracts and preparations based on tea or maté
- packing of tea including packing in tea-bags
 This class also includes:
- manufacture of herb infusions (mint, vervain, chamomile etc.)"
10.84,"Manufacture of condiments and seasonings
 This class includes:
- manufacture of spices, sauces and condiments:
  . mayonnaise
  . mustard flour and meal
  . prepared mustard etc.
- manufacture of vinegar
 This class also includes:
- processing of salt into food-grade salt, e.g. iodised salt"
10.85,"Manufacture of prepared meals and dishes
 This class includes the manufacture of ready-made (i.e. prepared, seasoned and cooked) meals and dishes. These dishes are processed to preserve them, such as in frozen or canned form, and are usually packaged and labelled for re-sale, i.e. this class does not include the preparation of meals for immediate consumption, such as in restaurants. To be considered a dish, these foods have to contain at least two distinct ingredients (except seasonings etc.).

This class includes:
- manufacture of meat or poultry dishes
- manufacture of fish dishes, including fish and chips
- manufacture of vegetable dishes
- manufacture of frozen or otherwise preserved pizza
 This class also includes:
- manufacture of local and national dishes"
10.86,"Manufacture of homogenised food preparations and dietetic food
 This class includes:
- manufacture of foods for particular nutritional uses:
  . infant formulae
  . follow-up milk and other follow-up foods
  . baby foods
  . low-energy and energy-reduced foods intended for weight control
  . dietary foods for special medical purposes
  . low-sodium foods, including low-sodium or sodium-free dietary salts
  . gluten-free foods
  . foods intended to meet the expenditure of intense muscular effort, especially for sportsmen
  . foods for persons suffering from carbohydrate metabolism disorders (diabetes)
 "
10.89,"Manufacture of other food products n.e.c.
 This class includes:
- manufacture of soups and broths
- manufacture of artificial honey and caramel
- manufacture of perishable prepared foods, such as:
  . sandwiches
  . fresh (uncooked) pizza
- manufacture of food supplements and other food products n.e.c.
 This class also includes:
- manufacture of yeast
- manufacture of extracts and juices of meat, fish, crustaceans or molluscs
- manufacture of non-dairy milk and cheese substitutes
- manufacture of egg products, egg albumin
- manufacture of artificial concentrates"
10.91,"Manufacture of prepared feeds for farm animals
 This class includes:
- manufacture of prepared feeds for farm animals, including concentrated animal feed and feed supplements
- preparation of unmixed (single) feeds for farm animals
 This class also includes:
- treatment of slaughter waste to produce animal feeds"
10.92,"Manufacture of prepared pet foods
 This class includes:
- manufacture of prepared feeds for pets, including dogs, cats, birds, fish etc.
 This class also includes:
- treatment of slaughter waste to produce animal feeds"
11.01,"Distilling, rectifying and blending of spirits
 This class includes:
- manufacture of distilled, potable, alcoholic beverages: whisky, brandy, gin, liqueurs etc. 
- manufacture of drinks mixed with distilled alcoholic beverages
- blending of distilled spirits
- production of neutral spirits
 "
11.02,"Manufacture of wine from grape
 This class includes:
- manufacture of wine
- manufacture of sparkling wine
- manufacture of wine from concentrated grape must
 This class also includes:
- blending, purification and bottling of wine
- manufacture of low or non-alcoholic wine"
11.03,"Manufacture of cider and other fruit wines
 This class includes:
- manufacture of fermented but not distilled alcoholic beverages: sake, cider, perry and other fruit wines
 This class also includes:
- manufacture of mead and mixed beverages containing fruit wines"
11.04,"Manufacture of other non-distilled fermented beverages
 This class includes:
- manufacture of vermouth and the like
 "
11.05,"Manufacture of beer
 This class includes:
- manufacture of malt liquors, such as beer, ale, porter and stout
 This class also includes:
- manufacture of low alcohol or non-alcoholic beer"
11.06,"Manufacture of malt
 
 "
11.07,"Manufacture of soft drinks; production of mineral waters and other bottled waters
 This class includes manufacture of non-alcoholic beverages (except non-alcoholic beer and wine):
- production of natural mineral waters and other bottled waters
- manufacture of soft drinks:
  . non-alcoholic flavoured and/or sweetened waters: lemonade, orangeade, cola, fruit drinks, tonic waters etc.
 "
12,"Manufacture of tobacco products
 This class includes:
- manufacture of tobacco products and products of tobacco substitutes: cigarettes, fine cut tobacco, cigars, pipe tobacco, chewing tobacco, snuff
- manufacture of ""homogenised"" or ""reconstituted"" tobacco
 This class also includes:
- stemming and redrying of tobacco"
13.1,"Preparation and spinning of textile fibres
 This class includes preparatory operations on textile fibres and the spinning of textile fibres. This can be done from varying raw materials, such as silk, wool, other animal, vegetable or man-made fibres, paper or glass etc.

This class includes:
- preparatory operations on textile fibres:
  . reeling and washing of silk
  . degreasing and carbonising of wool and dyeing of wool fleece
  . carding and combing of all kinds of animal, vegetable and man-made fibres
- spinning and manufacture of yarn or thread for weaving or sewing, for the trade or for further processing
  . scutching of flax
  . texturising, twisting, folding, cabling and dipping of synthetic or artificial filament yarns
 This class also includes:
- manufacture of paper yarn"
13.2,"Weaving of textiles
 This class includes weaving of textiles. This can be done from varying raw materials, such as silk, wool, other animal, vegetable or man-made fibres, paper or glass etc.

This class includes:
- manufacture of broad woven cotton-type, woollen-type, worsted-type or silk-type fabrics, including from mixtures or artificial or synthetic yarns (polypropylene etc.)
- manufacture of other broad woven fabrics, using flax, ramie, hemp, jute, bast fibres and special yarns
 This class also includes:
- manufacture of woven pile or chenille fabrics, terry towelling, gauze etc.
- manufacture of woven fabrics of glass fibres
- manufacture of woven carbon and aramid threads
- manufacture of imitation fur by weaving"
13.3,"Finishing of textiles
 This class includes finishing of textiles and wearing apparel, i.e. bleaching, dyeing, dressing and similar activities.

This class includes:
- bleaching and dyeing of textile fibres, yarns, fabrics and textile articles, including wearing apparel
- dressing, drying, steaming, shrinking, mending, sanforising, mercerising of textiles and textile articles, including wearing apparel
 This class also includes:
- bleaching of jeans
- pleating and similar work on textiles
- waterproofing, coating, rubberising, or impregnating purchased garments"
13.91,"Manufacture of knitted and crocheted fabrics
 This class includes:
- manufacture and processing of knitted or crocheted fabrics:
  . pile and terry fabrics
  . net and window furnishing type fabrics knitted on Raschel or similar machines
  . other knitted or crocheted fabrics
 This class also includes:
- manufacture of imitation fur by knitting"
13.92,"Manufacture of made-up textile articles, except apparel
 This class includes:
- manufacture, of made-up articles of any textile material, including of knitted or crocheted fabrics:
  . blankets, including travelling rugs
  . bed, table, toilet or kitchen linen
  . quilts, eiderdowns, cushions, pouffes, pillows, sleeping bags etc.
- manufacture of made-up furnishing articles:
  . curtains, valances, blinds, bedspreads, furniture or machine covers etc.
  . tarpaulins, tents, camping goods, sails, sunblinds, loose covers for cars, machines or furniture etc.
  . flags, banners, pennants etc.
  . dust cloths, dishcloths and similar articles, life jackets, parachutes etc.
 This class also includes:
- manufacture of the textile part of electric blankets
- manufacture of hand-woven tapestries"
13.93,"Manufacture of carpets and rugs
 This class includes:
- manufacture of textile floor coverings:
  . carpets, rugs and mats, tiles
 This class also includes:
- manufacture of needle-loom felt floor coverings"
13.94,"Manufacture of cordage, rope, twine and netting
 This class includes:
- manufacture of twine, cordage, rope and cables of textile fibres or strip or the like, whether or not impregnated, coated, covered or sheathed with rubber or plastics
- manufacture of knotted netting of twine, cordage or rope
- manufacture of products of rope or netting: fishing nets, ships' fenders, unloading cushions, loading slings, rope or cable fitted with metal rings etc.
 "
13.95,"Manufacture of non-wovens and articles made from non-wovens, except apparel
 This class includes all activities related to the manufacture of textiles or textile products, not specified elsewhere in division 13 or 14, involving a large number of processes and a great variety of goods produced.
 "
13.96,"Manufacture of other technical and industrial textiles
 This class includes:
- manufacture of narrow woven fabrics, including fabrics consisting of warp without weft assembled by means of an adhesive
- manufacture of labels, badges etc.
- manufacture of ornamental trimmings: braids, tassels, pompons etc.
- manufacture of fabrics impregnated, coated, covered or laminated with plastics
- manufacture of metallised yarn or metallised gimped yarn, rubber thread and cord covered with textile material, textile yarn or strip covered, impregnated, coated or sheathed with rubber or plastics
- manufacture of tyre cord fabric of high-tenacity man-made yarn
- manufacture of other treated or coated fabrics: buckram and similar stiffened textile fabrics, fabrics coated with gum or amylaceous substances
- manufacture of diverse textile articles: textile wicks, incandescent gas mantles and tubular gas
- manufacture of mantle fabric, hosepiping, transmission or conveyor belts or belting (whether or not reinforced with metal or other material), bolting cloth, straining cloth
- manufacture of automotive trimmings
- manufacture of artists' canvas boards and tracing cloth
 "
13.99,"Manufacture of other textiles n.e.c.
 This class includes:
- manufacture of felt
- manufacture of tulles and other net fabrics, and of lace and embroidery, in the piece, in strips or in motifs
- manufacture of pressure sensitive cloth-tape
- manufacture of shoe-lace, of textiles
- manufacture of powder puffs and mitts
 "
14.11,"Manufacture of leather clothes
 This class includes:
- manufacture of wearing apparel made of leather or composition leather including leather industrial work accessories as welder's leather aprons
 "
14.12,"Manufacture of workwear
 
 "
14.13,"Manufacture of other outerwear
 This class includes:
- manufacture of other outerwear made of woven, knitted or crocheted fabric, non-wovens etc. for men, women and children:
  . coats, suits, ensembles, jackets, trousers, skirts etc.
 This class also includes:
- custom tailoring
- manufacture of parts of the products listed"
14.14,"Manufacture of underwear
 This class includes:
- manufacture of underwear and nightwear made of woven, knitted or crocheted fabric, lace etc. for men, women and children:
  . shirts, T-shirts, underpants, briefs, pyjamas, nightdresses, dressing gowns, blouses, slips, brassieres, corsets etc.
 "
